z,r_up_ref,r_down_ref
0.0,0.0,0.0
0.050160002019195245,0.0,0.0
0.10032000403839049,0.0,0.0
0.15048000605758574,126.41412048886045,126.41412048886045
0.20064000807678098,117.85172911560275,117.85172911560275
0.25080001009597624,108.30683772038927,108.30683772038927
0.3009600121151715,111.18394845795603,111.18394845795603
0.3511200141343667,111.05976307030147,111.05976307030147
0.40128001615356196,111.47659660371765,111.47659660371765
0.4514400181727572,128.78369800989842,128.78369800989842
0.5016000201919525,109.39210072039899,109.39210072039899
0.5517600222111477,118.72067844953152,118.72067844953152
0.601920024230343,113.64282076577068,113.64282076577068
0.6520800262495382,116.52224965368075,116.52224965368075
0.7022400282687334,108.54672758183358,108.54672758183358
0.7524000302879287,114.87275609647719,114.87275609647719
0.8025600323071239,106.63168384866391,106.63168384866391
0.8527200343263192,106.69027394614388,106.69027394614388
0.9028800363455144,119.7529406946582,119.7529406946582
0.9530400383647096,108.19353932918217,108.19353932918217
1.003200040383905,139.301830772882,139.301830772882
1.0533600424031002,111.03758229955132,111.03758229955132
1.1035200444222955,126.99676755720468,126.99676755720468
1.1536800464414907,123.08618719781532,123.08618719781532
1.203840048460686,93.5792439764648,93.5792439764648
1.2540000504798812,122.63440847096533,122.63440847096533
1.3041600524990764,103.36931315319136,103.36931315319136
1.3543200545182716,108.78890171559634,108.78890171559634
1.4044800565374669,123.55175092922845,123.55175092922845
1.4546400585566621,113.27737272129905,113.27737272129905
1.5048000605758574,116.28244893112793,116.28244893112793
1.5549600625950526,106.97041536561093,106.97041536561093
1.6051200646142478,93.78062855883725,93.78062855883725
1.655280066633443,107.92525212453914,107.92525212453914
1.7054400686526383,104.1131345641536,104.1131345641536
1.7556000706718335,99.2051958967949,99.2051958967949
1.8057600726910288,89.0614120116451,89.0614120116451
1.855920074710224,126.14553725076352,126.14553725076352
1.9060800767294193,125.49773487358785,125.49773487358785
1.9562400787486145,118.27115610216846,118.27115610216846
2.00640008076781,119.41758493744193,119.41758493744193
2.056560082787005,123.74434596542305,123.74434596542305
