z_mas,r_mas
0.0,36.13574531275536
0.030042661319510652,32.98365923579965
0.060085322639021305,37.725586460422214
0.09012798395853196,35.405784220167476
0.12017064527804261,36.088874441845654
0.15021330659755328,35.69150589200144
0.18025596791706391,39.69762446664063
0.21029862923657455,41.582403334449936
0.24034129055608522,37.4585656679209
0.2703839518755959,36.57551221076678
0.30042661319510655,38.105042772850545
0.33046927451461716,35.35776097753433
0.36051193583412783,37.04897274309694
0.3905545971536385,37.09946388778331
0.4205972584731491,39.775224806849586
0.45063991979265977,40.102065419144346
0.48068258111217044,39.07700342920579
0.510725242431681,33.29241089059899
0.5407679037511918,34.24858445626232
0.5708105650707024,31.29073124736181
0.6008532263902131,37.92520936105688
0.6308958877097237,38.560669754974796
0.6609385490292343,38.90407780391493
0.690981210348745,39.015124445023545
0.7210238716682557,41.10713495588586
0.7510665329877663,35.373084991159544
0.781109194307277,35.21823661403723
0.8111518556267876,36.49756234526014
0.8411945169462982,37.19659810469437
0.8712371782658089,39.58706026140953
0.9012798395853195,37.840219037341875
0.9313225009048303,39.38091089063332
0.9613651622243409,39.026534749320795
0.9914078235438515,38.32937956196654
1.021450484863362,39.68792849042685
1.051493146182873,33.699790720177404
1.0815358075023835,37.58939846758882
1.1115784688218942,42.67571007669239
1.1416211301414048,37.18084472747888
1.1716637914609154,39.40854000075701
1.2017064527804262,41.688412639331176
1.2317491140999368,30.600324765660716
1.2617917754194474,37.71358340335288
1.291834436738958,35.44402901987628
1.3218770980584686,30.947377223102894
1.3519197593779793,32.91442226339344
1.38196242069749,34.46792922933633
1.4120050820170007,36.12337769836012
1.4420477433365113,37.3138175189307
1.472090404656022,40.66574595425565
1.5021330659755325,35.70237915515194
1.5321757272950434,31.74258262451194
1.562218388614554,35.31783545437282
1.5922610499340646,36.104663024865225
1.6223037112535752,36.2000032728156
1.6523463725730858,32.587966353729946
1.6823890338925964,41.69112941279998
1.7124316952121073,35.171431835809024
1.7424743565316179,34.20619125104134
1.7725170178511285,37.60555949882278
1.802559679170639,33.574983874809796
1.8326023404901497,30.714179554588565
1.8626450018096605,37.81145245042322
1.8926876631291711,36.88088437092494
1.9227303244486817,34.825478417145646
1.9527729857681924,36.307753448934015
1.982815647087703,34.360492660221944
2.0128583084072136,38.47191043998871
2.042900969726724,37.31921130582896
2.072943631046235,35.49124367625964
2.102986292365746,34.937689268900435
2.1330289536852565,33.996804463326875
2.163071615004767,34.81142855687187
2.1931142763242777,32.31112498236443
2.2231569376437883,35.25804493405854
2.253199598963299,38.12472620874149
2.2832422602828095,29.590811802430384
2.31328492160232,39.93428458301143
2.3433275829218307,34.839426059782916
2.3733702442413414,36.002608055056676
2.4034129055608524,29.016924611923955
2.433455566880363,34.16607430218505
2.4634982281998736,34.38252398948838
2.4935408895193842,31.42350043800386
2.523583550838895,31.35115588784452
2.5536262121584055,30.83858212963736
2.583668873477916,34.846988641703376
2.6137115347974267,36.42789928976871
2.6437541961169373,35.941931461562255
2.673796857436448,36.84721833104303
2.7038395187559585,36.194012087348575
2.7338821800754696,33.07908301984678
2.76392484139498,41.499663057092405
2.793967502714491,33.08122143933656
2.8240101640340014,39.40581533194648
2.854052825353512,30.254485503865208
2.8840954866730226,34.37213732458486
2.9141381479925332,34.74427538778745
2.944180809312044,35.955634288704964
2.9742234706315545,38.885368334724824
3.004266131951065,38.174681114511
3.0343087932705757,35.732149205206326
3.0643514545900867,35.204894653300244
3.0943941159095973,35.93357268323217
3.124436777229108,36.00712522423399
3.1544794385486186,35.46258965665852
3.184522099868129,32.72882829307982
3.21456476118764,35.6069964183481
3.2446074225071504,33.225697474596245
3.274650083826661,36.60284869025248
3.3046927451461716,36.277746358878716
3.3347354064656822,31.014243422599368
3.364778067785193,35.26494634207896
3.394820729104704,29.945561525299784
3.4248633904242145,32.74199714423067
3.454906051743725,40.84986994746143
3.4849487130632357,37.98404719601486
3.5149913743827463,37.349418543836634
3.545034035702257,33.971517242979175
3.5750766970217676,34.69244500971773
3.605119358341278,32.77813176023852
3.635162019660789,39.548114095826925
3.6652046809802994,42.22473482011084
3.6952473422998104,37.00782818959304
3.725290003619321,29.840434570586922
3.7553326649388317,41.80418356990292
3.7853753262583423,33.8491412297962
3.815417987577853,37.645287786623676
3.8454606488973635,40.399835740558835
3.875503310216874,38.60763449689992
3.9055459715363847,34.127135472103866
3.9355886328558953,39.49300555241297
3.965631294175406,40.30896737132376
3.9956739554949166,37.78112574701747
4.025716616814427,32.49835022994322
4.055759278133938,39.161841472324284
4.085801939453448,34.6792233735612
4.115844600772959,39.702600502773485
4.14588726209247,36.31931662136815
4.175929923411981,37.86907352335162
4.205972584731492,35.89088037787417
4.236015246051002,37.78213593203464
4.266057907370513,37.330976441048335
4.296100568690023,39.44869177159238
4.326143230009534,38.92898820849613
4.356185891329044,39.9022797824386
4.386228552648555,41.69417781786712
4.4162712139680655,36.004530475782
4.446313875287577,41.306556759471974
4.476356536607087,35.35263431182757
4.506399197926598,36.002194376371115
4.536441859246109,38.45786688082838
4.566484520565619,35.79256595924995
4.59652718188513,36.71211498365395
4.62656984320464,39.313150561052325
4.656612504524151,38.526502601775505
4.6866551658436615,42.97547641841073
4.7166978271631725,43.03813771743867
4.746740488482683,34.39466056884756
4.776783149802194,35.65841050565401
4.806825811121705,35.00255754458744
4.836868472441215,39.24857954195955
4.866911133760726,38.305537661936945
4.896953795080236,40.92988543025941
4.926996456399747,42.776054674009764
4.957039117719257,43.61721082944699
4.9870817790387685,46.612059141044746
5.017124440358279,
5.04716710167779,
5.0772097629973,
5.107252424316811,1.7190422196685833
5.137295085636322,1.2162485067310829
5.167337746955832,1.1597471806399302
5.197380408275343,1.2021791005589981
5.227423069594853,0.994706076045825
5.257465730914364,0.8613152228094609
5.287508392233875,0.801968171243546
5.317551053553386,0.7135525881761049
5.347593714872896,0.6460136867414552
5.377636376192407,0.6076468949573853
5.407679037511917,0.5732351153269304
5.437721698831428,0.5239797658679352
5.467764360150939,0.49331805286068514
5.497807021470449,0.7533579171090155
5.52784968278996,0.7093266225638801
5.5578923441094705,0.7093627918961338
5.587935005428982,0.690383660571891
5.617977666748492,0.6688351025992396
5.648020328068003,0.6776192091399447
5.678062989387513,0.6639897505874376
5.708105650707024,0.6441528751484935
5.738148312026534,0.64877035088747
5.768190973346045,0.6482677421652386
5.798233634665556,0.635943482856554
5.8282762959850665,0.6450982616522339
5.8583189573045775,0.6619666704906457
5.888361618624088,0.6682411439714164
5.918404279943599,0.6804261907156129
5.948446941263109,0.7129014306999314
5.97848960258262,0.738365527132171
