z,r_up_ref,r_down_ref
0.0,0.0005777796426611552,
0.0003318408008564457,0.004978580362663245,
0.0006636816017128925,0.1173696783362052,
0.000995522402569338,0.17347755396474707,
0.001327363203425785,0.17,
0.0016592040042822309,0.18654178637038524,
0.0019910448051386775,0.2371643725468899,
0.002322885605995123,0.3052387408732964,
0.00265472640685157,0.2775235353043721,
0.002986567207708016,0.23139244213977386,
0.0033184080085644626,0.22618810065967118,
0.003650248809420909,0.22656671905313486,
0.003982089610277355,0.19915659181460396,
0.004313930411133801,0.17865734293350816,
0.004645771211990247,0.17287734958276832,
0.0049776120128466935,0.18445375468567912,
0.00530945281370314,0.20017960701430781,
0.005641293614559586,0.16525289717728767,
0.005973134415416032,0.010653294076512153,
0.006304975216272481,0.003906297381980203,
0.006636816017128925,0.002943376404151284,
0.006968656817985372,0.0012434763598130646,
0.007300497618841818,0.0,
0.007632338419698265,0.0,
0.007964179220554712,0.0,
0.008296020021411157,0.0,
0.008627860822267602,0.0,
0.008959701623124051,0.0,
0.009291542423980495,0.0,
0.009623383224836942,0.0,
0.009955224025693387,0.015456489890125078,
0.010287064826549836,0.09538831760798527,
0.01061890562740628,0.08782937961181483,
0.010950746428262726,0.0041858178282854226,
0.011282587229119172,0.0020883709468709584,
0.01161442802997562,0.0,
0.011946268830832064,0.22694810050718553,
0.012278109631688511,0.013495410933483803,
0.012609950432544962,0.006752983104190067,
0.012941791233401405,0.005007844974987569,
0.01327363203425785,0.003731015983170646,
0.0136054728351143,0.003282305737561333,
0.013937313635970745,0.003209656571555101,
0.014269154436827188,0.0033104985540520424,
0.014600995237683635,0.003444293657853016,
0.014932836038540079,0.003523264840893808,
0.015264676839396526,0.0031423119594870866,
0.015596517640252975,0.002776844373182348,
0.015928358441109423,0.007770440404799717,
0.016260199241965867,0.010735005004714018,
0.016592040042822314,0.029397117278816467,
0.01692388084367876,0.14824314335453234,
0.017255721644535208,0.14736135816927942,
0.01758756244539165,0.12739478622842682,
0.017919403246248102,0.15423383218921374,
0.018251244047104546,0.1910321328623257,
0.01858308484796099,0.17977617306107885,
0.018914925648817436,0.18553644182864157,
0.019246766449673883,0.1888997528032347,
