z,r_up_ref,r_down_ref
0.0,0.2374447130610439,
0.00039890654539232194,0.23322294147652445,
0.0007978130907846454,0.2497984270945056,
0.0011967196361769685,0.24720908620723073,
0.001595626181569292,0.2555688538324815,
0.0019945327269616157,0.26935429631827157,
0.0023934392723539387,0.25412373593584503,
0.002792345817746261,0.2585623837600743,
0.003191252363138584,0.2538901138230058,
0.003590158908530907,0.23856197795774137,
0.0039890654539232314,0.24108209931972116,
0.004387971999315555,0.24587883130458404,
0.004786878544707877,0.2959883050799361,
0.005185785090100201,0.270781531746435,
0.0055846916354925225,0.24940994536795683,
0.005983598180884844,0.2389201141280647,
0.00638250472627717,0.22483399244838168,
0.0067814112716694935,0.20701337122092434,
0.007978130907846463,0.16447862505649335,
0.008377037453238785,0.02420522408554607,
0.00877594399863111,0.01686424117499648,
0.00917485054402343,0.0194326319856605,
0.009573757089415755,0.02904752266389011,
0.009972663634808077,0.022933210486052163,
0.010371570180200402,0.017890772817868855,
0.010770476725592722,0.015798711810916674,
0.011169383270985045,0.01468846230693124,
0.011568289816377371,0.013954382001441088,
0.011967196361769688,0.01363833189237697,
0.012366102907162016,0.014700274879146234,
0.012765009452554342,0.015867731745602087,
0.013163915997946666,0.015244852584419644,
0.013562822543338987,0.012996321904054555,
0.013961729088731306,0.011461458522792763,
0.014360635634123629,0.012098314826228007,
0.014759542179515955,0.013087954987112052,
0.01515844872490828,0.01329560263250017,
0.015557355270300601,0.013159141292805838,
0.015956261815692926,0.01636815478152248,
0.016355168361085245,0.018177315037799215,
0.01675407490647757,0.014970622211773617,
0.01715298145186989,0.01611372904707627,
0.01755188799726222,0.031085881569684736,
0.018349701088046858,0.04156069782974059,
0.020743140360400803,0.2807385978506887,
0.021142046905793122,0.2849781982535184,
0.021540953451185445,0.286141518263353,
0.02193985999657777,0.28717226511912275,
0.02233876654197009,0.3003214987961481,
0.02273767308736242,0.2853814845853738,
0.023136579632754742,0.28154529504640835,
0.023535486178147064,0.2977115976189187,
0.023934392723539383,0.28623718827584005,
0.02433329926893171,0.29738507622706917,
0.024732205814324032,0.2906633106587255,
0.02513111235971636,0.28220085186939414,
0.02553001890510868,0.23004686415071213,
0.025928925450500993,0.28771753864962313,
0.026327831995893333,0.27595316293537253,
0.026726738541285645,0.24719614140124516,
0.027125645086677974,0.2726094590286144,
0.0275245516320703,0.24341013750847784,
0.027923458177462612,0.23173455305933166,
0.028322364722854942,0.24162187226389698,
0.02872127126824726,0.24993571068104198,
0.029120177813639594,0.2521319898074564,
0.029519084359031906,0.249752347919772,
0.029917990904424235,0.25617413659562527,
0.03031689744981656,0.25787155944300194,
0.030715803995208874,0.2615311370856997,
0.031114710540601203,0.25525073501545986,
0.031513617085993526,0.2622394718181365,
0.03191252363138585,0.2628351070386786,
0.032311430176778184,0.28221367396371877,
0.03271033672217049,0.27119302141661833,
0.03310924326756282,0.2874719637089453,
0.03350814981295514,0.27868335807243205,
0.03390705635834746,0.2755501076853345,
0.03430596290373978,0.25155345778259364,
0.03470486944913211,0.27676321827928213,
0.03510377599452444,0.2700562814692312,
0.03550268253991676,0.2704130943642318,
0.035901589085309084,0.2713708747256019,
0.0363004956307014,0.26717733750180545,
0.03669940217609372,0.24496346582641118,
0.03709830872148604,0.2615659180977725,
0.03749721526687837,0.2620891974221642,
0.0378961218122707,0.2823811257551153,
0.03829502835766302,0.2554918632862903,
0.03869393490305533,0.25484950321896493,
0.039092841448447664,0.25936725114573567,
0.03949174799383999,0.2604641208892519,
0.03989065453923231,0.2583519322543351,
0.04028956108462463,0.25209906633292295,
0.04068846763001696,0.26186547064146637,
0.04108737417540929,0.2683589639258665,
0.041486280720801606,0.249651289646274,
0.041885187266193925,0.25252994492710784,
0.042284093811586244,0.2578258891111931,
0.04268300035697857,0.25644881367434463,
0.0430819069023709,0.253989786671145,
0.043480813447763215,0.2700966775508435,
0.04387971999315554,0.25727789129002904,
0.04427862653854787,0.25814777129897365,
0.04467753308394018,0.2454632946352359,
0.04507643962933251,0.25713656749922514,
0.04547534617472484,0.2870701235233867,
0.04587425272011715,0.2610842116664141,
0.046273159265509484,0.26291716000713655,
0.0466720658109018,0.2634957065436181,
0.04707097235629413,0.253638675725635,
0.04746987890168645,0.2748948494802383,
0.04786878544707877,0.2713856586406935,
0.048267691992471086,0.2632536841398443,
0.048666598537863426,0.261719560275886,
0.049065505083255745,0.26644541440081065,
0.049464411628648064,0.2592551448811833,
0.049863318174040376,0.27970726340937985,
0.05026222471943271,0.2688197459350175,
0.05066113126482504,0.2649096742628061,
0.05106003781021736,0.2416724495854811,
0.05145894435560968,0.24421498528907853,
0.051857850901001985,0.25562492398668407,
0.05225675744639433,0.23785861986784734,
0.052655663991786665,0.2371530339446118,
0.05305457053717897,0.23833647474167444,
0.05345347708257129,0.240748958303465,
0.05385238362796361,0.268972163388217,
0.05425129017335595,0.27932504131947716,
0.05465019671874827,0.24566399957145363,
0.0550491032641406,0.24154295577120563,
0.055448009809532905,0.24777171195189676,
0.05584691635492524,0.24511324883008287,
0.05624582290031756,0.25644753448643604,
0.056644729445709883,0.25654611664939325,
0.0570436359911022,0.25382507927726267,
0.05744254253649452,0.22142106950309173,
0.057841449081886855,0.20659032681536124,
0.05824035562727919,0.2275063751291692,
0.0586392621726715,0.21827045778843945,
0.05903816871806382,0.2502375056682047,
0.05943707526345614,0.2534993768620573,
0.05983598180884847,0.26005170480577827,
0.06023488835424079,0.2208903428622185,
0.06063379489963312,0.2392800937276348,
0.06103270144502545,0.2516630170423447,
0.06143160799041775,0.26615446465387876,
