z,r_up_ref,r_down_ref
0.0,112.77352588132356,112.77352588132356
0.0501351051793888,124.29270647592197,124.29270647592197
0.1002702103587776,111.12691963927493,111.12691963927493
0.1504053155381664,133.90140573297444,133.90140573297444
0.2005404207175552,123.30226900496852,123.30226900496852
0.25067552589694403,111.0944693421103,111.0944693421103
0.3008106310763328,108.74291394256113,108.74291394256113
0.3509457362557216,123.48681115904947,123.48681115904947
0.4010808414351104,112.63605688370002,112.63605688370002
0.4512159466144992,138.23767137562373,138.23767137562373
0.5013510517938881,117.40879940495498,117.40879940495498
0.5514861569732769,121.02763882588508,121.02763882588508
0.6016212621526656,125.54396829609709,125.54396829609709
0.6517563673320544,129.37326223904523,129.37326223904523
0.7018914725114432,114.19215831652136,114.19215831652136
0.752026577690832,138.79465404209202,138.79465404209202
0.8021616828702208,113.89614587641977,113.89614587641977
0.8522967880496096,130.55377940351656,130.55377940351656
0.9024318932289984,138.0912376001562,138.0912376001562
0.9525669984083872,140.028069772443,140.028069772443
1.0027021035877761,120.52796840961831,120.52796840961831
1.052837208767165,109.50920586042777,109.50920586042777
1.1029723139465537,126.3187072082548,126.3187072082548
1.1531074191259425,139.05940533052384,139.05940533052384
1.2032425243053313,120.15055476281164,120.15055476281164
1.25337762948472,130.06955210871126,130.06955210871126
1.3035127346641089,126.59086385944974,126.59086385944974
1.3536478398434977,123.45950355076074,123.45950355076074
1.4037829450228865,128.1062826784617,128.1062826784617
1.4539180502022753,128.78762199760655,128.78762199760655
1.504053155381664,108.86489620751347,108.86489620751347
1.5541882605610529,116.30906357513685,116.30906357513685
1.6043233657404417,127.38194905002466,127.38194905002466
1.6544584709198304,121.83999819476989,121.83999819476989
1.7045935760992192,112.11728222572556,112.11728222572556
1.754728681278608,118.85327405282071,118.85327405282071
1.8048637864579968,108.41583036101169,108.41583036101169
1.8549988916373856,100.68247112708603,100.68247112708603
1.9051339968167744,113.11922747050043,113.11922747050043
1.9552691019961632,100.94061696014019,100.94061696014019
2.0054042071755522,90.65559012762158,90.65559012762158
2.055539312354941,82.5537494808191,82.5537494808191
2.10567441753433,66.62746442789563,66.62746442789563
2.1558095227137186,10.828452577234284,10.828452577234284
2.2059446278931074,4.65306136477606,4.65306136477606
2.256079733072496,4.465590111538141,4.465590111538141
2.306214838251885,20.38356934782304,20.38356934782304
2.356349943431274,66.30780758662222,66.30780758662222
2.4064850486106626,92.2540135554426,92.2540135554426
2.4566201537900514,102.60971365894345,102.60971365894345
2.50675525896944,113.33999270416085,113.33999270416085
2.556890364148829,139.77328113321596,139.77328113321596
2.6070254693282178,114.58994714584145,114.58994714584145
2.6571605745076066,121.9606506711755,121.9606506711755
2.7072956796869954,133.2209689766849,133.2209689766849
2.757430784866384,132.69303989196237,132.69303989196237
2.807565890045773,144.02616671772645,144.02616671772645
2.8577009952251617,133.37640088534212,133.37640088534212
2.9078361004045505,126.4497220486892,126.4497220486892
2.9579712055839393,130.65824472127497,130.65824472127497
3.008106310763328,135.24866617330053,135.24866617330053
3.058241415942717,121.02760588829065,121.02760588829065
3.1083765211221057,136.7300803388376,136.7300803388376
3.1585116263014945,114.92327155440346,114.92327155440346
3.2086467314808833,102.3477669650525,102.3477669650525
3.258781836660272,113.1445831255806,113.1445831255806
3.308916941839661,112.70797191633551,112.70797191633551
3.3590520470190497,114.52150010211274,114.52150010211274
3.4091871521984385,141.56249090740607,141.56249090740607
