z_mas,r_mas
0.0,0.0
0.0500490058700548,0.0
0.1000980117401096,0.0
0.1501470176101644,0.0
0.2001960234802192,95.9626912981018
0.250245029350274,104.20597906635282
0.3002940352203288,122.14397037098036
0.3503430410903836,113.57874524036927
0.4003920469604384,103.4662174340248
0.4504410528304932,119.62403607935728
0.500490058700548,120.04841224891435
0.5505390645706028,121.2628580538014
0.6005880704406577,120.18644958354277
0.6506370763107124,120.78541565058944
0.7006860821807672,127.16088424658925
0.750735088050822,100.1733645649613
0.8007840939208768,114.8958461940312
0.8508330997909316,121.5568852574809
0.9008821056609864,106.83858654980156
0.9509311115310412,120.01364534581437
1.000980117401096,123.86450993574894
1.0510291232711508,105.51064772018758
1.1010781291412055,127.11592732056407
1.1511271350112604,109.62895010999702
1.2011761408813153,115.02581931392272
1.25122514675137,115.62634090960739
1.3012741526214249,112.08979123991196
1.3513231584914795,119.34316420154322
1.4013721643615344,113.4429777547169
1.4514211702315891,135.6498930675031
1.501470176101644,133.56610001026277
1.5515191819716987,127.70556091014618
1.6015681878417536,118.95354184014086
1.6516171937118085,114.35417768357227
1.7016661995818632,124.1372619925289
1.751715205451918,115.07231849014079
1.8017642113219727,89.74067324255817
1.8518132171920276,108.24463105282518
1.9018622230620823,118.1861847623029
1.9519112289321372,116.27862917229179
2.001960234802192,117.59729286847573
2.052009240672247,134.64471322048237
2.1020582465423017,120.984623569587
2.1521072524123563,124.67429001510838
2.202156258282411,109.9012563287518
2.252205264152466,110.91524185725245
2.302254270022521,99.52583904322181
2.3523032758925755,109.70545940223836
2.4023522817626306,111.28766007521469
2.4524012876326853,114.15362026472802
2.50245029350274,110.5555980177682
2.5524992993727946,127.50843556486451
2.6025483052428497,115.5429186110985
2.6525973111129044,118.77618621827027
2.702646316982959,122.7474473027378
2.7526953228530138,121.78400543203799
2.802744328723069,120.6874651692396
2.8527933345931236,129.93423655860562
2.9028423404631782,114.54328422653623
2.9528913463332334,128.23630661869166
3.002940352203288,117.43670345881806
3.0529893580733427,101.77714571158768
3.1030383639433974,142.05334997551975
3.1530873698134525,113.09820864312508
3.203136375683507,104.21274915367441
3.253185381553562,110.82199334471626
3.303234387423617,113.014835393227
3.3532833932936716,111.3171260371222
3.4033323991637263,115.04468677745126
3.453381405033781,106.33463393741926
3.503430410903836,124.18958149805007
3.553479416773891,115.62404175942042
3.6035284226439455,126.26886228316617
3.6535774285140006,100.76955819468263
3.7036264343840553,127.74794614514687
3.75367544025411,129.02664612618563
3.8037244461241646,128.10256149629856
3.8537734519942197,125.04698537446012
3.9038224578642744,119.75943870041696
3.953871463734329,116.24699940383722
4.003920469604384,119.05130289506292
4.053969475474439,127.69319674114068
4.104018481344494,115.45655146232568
4.154067487214548,127.78384601168104
4.204116493084603,111.89777249221784
4.254165498954658,107.57259120672785
4.304214504824713,99.85209844460006
4.354263510694768,113.15358758307674
4.404312516564822,123.49144777923632
4.454361522434877,119.4554723844546
4.504410528304932,121.26494868224313
4.5544595341749865,121.03520847788505
4.604508540045042,123.70951090640898
4.654557545915097,140.95980422951948
4.704606551785151,123.16215308005418
4.754655557655206,107.83137621271086
4.804704563525261,117.31408732524731
4.854753569395315,127.52601421538772
4.904802575265371,123.94229971336154
4.954851581135425,126.6382363752337
5.00490058700548,125.55401083376222
5.054949592875535,134.9339457829979
5.104998598745589,140.41020842108387
5.155047604615644,127.97051354790179
5.2050966104856995,118.37484100896748
5.255145616355754,87.59708282873987
5.305194622225809,4.349058702786761
5.355243628095864,3.884541796361419
5.405292633965918,6.1798005351899326
5.455341639835973,88.90573667034505
5.5053906457060275,120.55777180634247
5.555439651576083,132.2834388995491
5.605488657446138,135.23806208312325
5.655537663316192,116.5784478010089
5.705586669186247,140.27068812017725
5.755635675056302,129.5513160849603
5.8056846809263565,110.14771472750333
5.855733686796412,111.83451446326886
5.905782692666467,113.26076553948879
5.955831698536521,129.97342179442686
6.005880704406576,114.30871931200231
6.055929710276631,0.0
6.105978716146685,0.0
6.1560277220167405,0.0
6.206076727886795,0.0
6.25612573375685,53.33105357265307
6.306174739626905,49.66552107412364
6.356223745496959,1.684349089680223
6.406272751367014,0.7371228336629498
6.4563217572370695,0.34576086373888737
6.506370763107124,0.0
6.556419768977179,0.0
6.606468774847234,0.0
6.656517780717288,0.0
6.706566786587343,0.0
6.7566157924573975,0.3903108393983313
6.806664798327453,0.7761139940030173
6.856713804197508,1.2253741329262842
6.906762810067562,1.9385832092818203
6.956811815937617,4.060733728817816
7.006860821807672,112.98197807846779
7.0569098276777265,126.47417485832814
7.106958833547782,150.61425218501049
